اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
ثانوية المنهل الاهلية_ مقررات التعاون,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,أهلي,تعليم عام بنات,بنات,قدرات,علمي,79.855172,66
الثانوية السابعة لتحفيظ القرآن الكريم بمكة المكرمة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم شمال مكة المكرمة,حكومي,تحفيظ بنات,بنات,قدرات,نظري,77.086419,66
الثانوية الثانية بصفوى (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.821585,67
الثانوية الثانية لتحفيظ القرأن الكريم بمكة المكرمة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم جنوب مكة المكرمة,حكومي,تحفيظ بنات,بنات,قدرات,نظري,77.045112,67
الثانوية السادسة والعشرون بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم غرب الدمام,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.781914,68
الثانوية الحادية والعشرون 21- مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,76.990566,68
ثانوية دار البراءة الأهلية- مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,أهلي,تعليم عام بنات,بنات,قدرات,علمي,79.746341,69
ثانوية التحفيظ الاولى بالطائف - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بغرب الطائف,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.988047,69
الثانوية الحادية بعد المائة 101 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.74436,70
دار الحنان الثانوية الأهلية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,أهلي,تعليم عام بنات,بنات,قدرات,نظري,76.928571,70
الثانوية الأولى - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,وسط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,76.928571,70
الثانوية السادسة بالقطيف (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.70045,71
الثانوية الثانية بالجش (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.675362,72
مدرسة تحفيظ القرآن الكريم الثانوية بالخماسين - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة التعليم بمحافظة وادي الدواسر,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.842105,72
ثانوية مدارس الحصـــان العالمية بالخبر-بريطاني,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخبر,تعليم عالمي,تعليم عالمي بنات,بنات,قدرات,علمي,79.571428,73
ثانوية تحفيظ القرآن الخامسة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.836363,73
الثانوية الثامنة بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم شرق الدمام,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.560321,74
ثانوية التحفيظ الثانية بالطائف - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.815602,74
الثانوية الثلاثون بالدمام للمقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم غرب الدمام,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.520798,75
ثانوية ابن خلدون (مقررات) (عرقة),الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,أهلي,تعليم عام بنات,بنات,قدرات,نظري,76.787878,75
الثانوية الثالثة بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم شرق الدمام,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.504807,76
الثانوية الخامسة لتحفيظ القرآن الكريم بمكة المكرمة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم وسط مكة المكرمة,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.766233,76
مجمع نوره الجبر التعليمي القسم الثانوي مقررات,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالمبرز,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.40763,77
الثانوية الثامنة والستون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,76.698347,77
ثانوية التعلم النموذجية الاهلية -  مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,79.356862,78
ثانوية تحفيظ القرآن الكريم بحوطة بني تميم - مقررات,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,إدارةالتعليم بمحافظتي حوطة بني تميم والحريق,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.694444,78
الثانوية الرابعة والعشرون بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.338078,79
الثانوية الثامنة عشر - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,76.676136,79
دار التربية الحديثة  الثانوية الأهلية ( مقررات ),مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,79.333333,80
ثانوية تحفيظ القرآن السادسة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.674528,80
دار الفكر الثانوية العالمية,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,تعليم عالمي,تعليم عالمي بنات,بنات,قدرات,علمي,79.301724,81
الثانوية الأولى لتحفيظ القرآن الكريم - مقررات,الرياض,إدارة التعليم بمحافظة الخرج,إدارةالإشراف التربوي (بنات),حكومي,تحفيظ بنات,بنات,قدرات,نظري,76.618644,81
الثانوية الثانية والعشرون بالدمام ( مقررات ),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم شرق الدمام,حكومي,تعليم عام بنات,بنات,قدرات,علمي,79.301507,82
